gid,favela,2017,2020,2024,osm,temporal,completed
505,PARQUE BOA ESPERANÇA,False,False,False,False,False,0
506,FAVELA DOS ANJOS,False,False,False,False,False,0
507,OCUPAÇÃO CITY JARAGUA,False,False,False,False,False,0
508,PRAÇA MACHACARIS,False,False,False,False,False,0
509,SEBASTIANA,False,False,False,False,False,0
510,JARDIM SÃO PEDRO,False,False,False,False,False,0
511,IMIGRANTES,False,False,False,False,False,0
512,PAPATERRA LIMONGI,False,False,False,False,False,0
513,PONTE DA FONTE SÃO BENTO,False,False,False,False,False,0
514,JARDIM MARCELO / CAMPO FERREIRA II,False,False,False,False,False,0
515,JARDIM CASA BLANCA,False,False,False,False,False,0
516,DOCCA,False,False,False,False,False,0
517,FRANCISCO DE OLIVEIRA,False,False,False,False,False,0
518,FAVELA PEDRO RODRIGUES,False,False,False,False,False,0
519,SÃO JOSÉ DE MIPIBU,False,False,False,False,False,0
564,PIOLHO,False,False,False,False,False,0
520,PARQUE BRASILANDIA,False,False,False,False,False,0
521,JAHU CANGAÍBA,False,False,False,False,False,0
522,OLINDA,False,False,False,False,False,0
523,JARDIM ADUTORA,False,False,False,False,False,0
524,CRUZ DE MALTA,False,False,False,False,False,0
525,JARDIM ROSELI,False,False,False,False,False,0
526,MOINHO,False,False,False,False,False,0
527,TOMÁS POMPEU II,False,False,False,False,False,0
528,CAMPO NOVO DO SUL II,False,False,False,False,False,0
565,COLÔNIA SARMIENTO,False,False,False,False,False,0
529,NUCLEO VERDE,False,False,False,False,False,0
530,PARQUE OTERO,False,False,False,False,False,0
531,FRANCESCO USPER,False,False,False,False,False,0
532,VILA CHEBA,False,False,False,False,False,0
533,JARDIM NOVO ORIENTE I,False,False,False,False,False,0
534,ALCIDES DA COSTA,False,False,False,False,False,0
535,CANTO DA SAUDADE,False,False,False,False,False,0
536,JOÃO DA CRUZ E SOUSA,False,False,False,False,False,0
537,CIDADE DA CRIANÇA AUTOBAN,False,False,False,False,False,0
538,LIBERALINA,False,False,False,False,False,0
566,RUA ÍNDIA,False,False,False,False,False,0
567,LAS PALMAS,False,False,False,False,False,0
539,SANTA HELENA,False,False,False,False,False,0
540,IMPERATRIZ DONA AMÉLIA,False,False,False,False,False,0
541,ESTÂNCIA MIRIM,False,False,False,False,False,0
542,SÃO REMO,False,False,False,False,False,0
543,PARQUE FIGUEIRA GRANDE V,False,False,False,False,False,0
544,ESMERALDA II,False,False,False,False,False,0
545,MANGARÁS,False,False,False,False,False,0
546,JARDIM IEDA,False,False,False,False,False,0
547,CHÁCARA SANTA MARIA,False,False,False,False,False,0
548,PACHECO E SILVA,False,False,False,False,False,0
549,TULIO TEODORO DE CAMPOS,False,False,False,False,False,0
562,MANUEL DE TEFFE,False,False,False,False,False,0
563,CIDADE DE SANTOS,False,False,False,False,False,0
550,ROCINHA PAULISTANA,False,False,False,False,False,0
551,PONTE DO JAGUARÉ,False,False,False,False,False,0
552,TOLSTÓI E UNIÃO,False,False,False,False,False,0
553,VILA ANTONINA,False,False,False,False,False,0
554,GUIAN CORRUIRAS,False,False,False,False,False,0
555,JARDIM HELGA II,False,False,False,False,False,0
556,ÁREA REMANESCENTE GUARANI I,False,False,False,False,False,0
557,JOÃO FRANCISCO,False,False,False,False,False,0
558,PABLO NERUDA,False,False,False,False,False,0
559,JOSÉ PEDRESCHI,False,False,False,False,False,0
560,FAVELA DO CAMPO,False,False,False,False,False,0
561,CIDADE AZUL II,False,False,False,False,False,0
568,VILMA FLOR,False,False,False,False,False,0
569,JARDIM LILAH,False,False,False,False,False,0
570,PROMORAR DA PARADA,False,False,False,False,False,0
571,CIPOABA,False,False,False,False,False,0
572,JARDIM DA PAZ,False,False,False,False,False,0
573,HELIÓPOLIS - VIELA DAS GAIVOTAS,False,False,False,False,False,0
574,TATSUO OKACHI,False,False,False,False,False,0
575,VIOLÃO I,False,False,False,False,False,0
576,PIRATININGA I,False,False,False,False,False,0
577,SANTA MARGARIDA V,False,False,False,False,False,0
578,TRAVESSA EVOCAÇÃO,False,False,False,False,False,0
579,MOINHO VELHO,False,False,False,False,False,0
580,MILHARAL,False,False,False,False,False,0
581,JARDIM CIDADE IV,False,False,False,False,False,0
582,JARDIM SÃO MANOEL,False,False,False,False,False,0
583,JOSÉ ALVES DA SILVA,False,False,False,False,False,0
584,CUNHA PORÃ,False,False,False,False,False,0
585,IRACEMA DE ALENCAR,False,False,False,False,False,0
586,PASSARELA JERSON ANTONIO BRITO FILHO,False,False,False,False,False,0
587,ÁREA REMANESCENTE GUARANI II,False,False,False,False,False,0
588,JOÃO BERALDI,False,False,False,False,False,0
589,IMPERIO I,False,False,False,False,False,0
590,CIRCULAR,False,False,False,False,False,0
591,BARRA DE SANTA ROSA,False,False,False,False,False,0
592,TOLSTOI II,False,False,False,False,False,0
593,PEDRO BUENO,False,False,False,False,False,0
594,CIDADE AZUL,False,False,False,False,False,0
595,FAVELA CONJUNTO PARQUE NOVO MUNDO - VILA MARIA,False,False,False,False,False,0
596,JOSÉ LOPES,False,False,False,False,False,0
597,USHIKISHI KAMIYA,False,False,False,False,False,0
598,MANUEL ALVES FERREIRA,False,False,False,False,False,0
599,HENRIQUE MINDLIN,False,False,False,False,False,0
600,JARDIM GUANGUARÁ,False,False,False,False,False,0
601,CORREGO MONGAGUA,False,False,False,False,False,0
602,JARDIM PANORAMA,False,False,False,False,False,0
603,PENIEL DE PAZ,False,False,False,False,False,0
604,JERÔNIMO MAIOR,False,False,False,False,False,0
605,BEIRA RIO,False,False,False,False,False,0
606,GLEBA,False,False,False,False,False,0
607,OUTONO INVERNO,False,False,False,False,False,0
608,BENTO GUELFI,False,False,False,False,False,0
609,CAMPO DOS FERREIRAS I,False,False,False,False,False,0
610,JARDIM DOS PRADOS,False,False,False,False,False,0
611,MORRO DAS CONCHAS,False,False,False,False,False,0
612,NOVA BRASILIA V,False,False,False,False,False,0
613,JARDIM RIO D'OURO,False,False,False,False,False,0
614,ZAVUVUS SETOR 16,False,False,False,False,False,0
615,PISCINÃO ARICANDUVA II,False,False,False,False,False,0
616,LEONARDO PRIMAVERA,False,False,False,False,False,0
617,JARDIM ITAPURA II,False,False,False,False,False,0
618,BROOK TAYLOR,False,False,False,False,False,0
619,DANIEL CERRI III,False,False,False,False,False,0
620,GERVASIO BOTELHO,False,False,False,False,False,0
621,PARQUE MARIA FERNANDA I E II,False,False,False,False,False,0
622,CRISTÓVÃO PEREIRA,False,False,False,False,False,0
623,FLORES TROPICAIS,False,False,False,False,False,0
624,VILA NOVA ESPERANÇA,False,False,False,False,False,0
625,BEATRIZ / GASTÃO RAMOS,False,False,False,False,False,0
626,MORRO DAS PEDRAS - SÃO FRANCISCO GLOBAL,False,False,False,False,False,0
627,JARDIM CAMPOS II,False,False,False,False,False,0
628,ÁRVORE DE SÃO TOMÁS,False,False,False,False,False,0
629,PARQUE SANTO ANTÔNIO II,False,False,False,False,False,0
682,BURACO DO SAPO II,False,False,False,False,False,0
630,AUTÓDROMO II,False,False,False,False,False,0
631,TANQUINHO,False,False,False,False,False,0
632,PARQUE FERNANDA II,False,False,False,False,False,0
633,JARDIM DAS ROSAS II,False,False,False,False,False,0
634,VILA DA COMUNIDADE,False,False,False,False,False,0
635,BURACO FRIO,False,False,False,False,False,0
636,ALDEIA DE BAIXO,False,False,False,False,False,0
637,PARQUE PLANALTO I,False,False,False,False,False,0
638,SATURNINO PEREIRA,False,False,False,False,False,0
639,CHICA LUIZA II,False,False,False,False,False,0
640,CONSTANTINO PALUMBO,False,False,False,False,False,0
641,JARDIM SANTA JOSEFINA,False,False,False,False,False,0
679,JAMIL SAWAIA I,False,False,False,False,False,0
642,TEOTÔNIO VILELA ARTIGAS,False,False,False,False,False,0
643,HORTO DO IPÊ,False,False,False,False,False,0
644,JARDIM BRASIL,False,False,False,False,False,0
645,FAZENDA DA JUTA V,False,False,False,False,False,0
646,VANDERLEI DO PRADO,False,False,False,False,False,0
647,MANOEL QUIRINO DE MATOS,False,False,False,False,False,0
648,JARDIM COPACABANA,False,False,False,False,False,0
649,GATO PRETO II,False,False,False,False,False,0
650,AMARAVATI PRAÇA,False,False,False,False,False,0
651,MARIANO RONCHI,False,False,False,False,False,0
680,RECANTO CAMPO BELO III,False,False,False,False,False,0
681,VILA INGLESA,False,False,False,False,False,0
652,MUZAMBINHO,False,False,False,False,False,0
653,LUIS OLIVIERI,False,False,False,False,False,0
654,VILA ZILDA,False,False,False,False,False,0
655,BALSA,False,False,False,False,False,0
656,CHARLES CAMERON,False,False,False,False,False,0
657,FAVELA ENCONTROS E DESPEDIDAS,False,False,False,False,False,0
658,ALCINDO FERREIRA I / JARDIM CRUZEIRO,False,False,False,False,False,0
659,VILA ANDRÉIA,False,False,False,False,False,0
660,ANHANGUERA,False,False,False,False,False,0
661,CASA VERDE BAIXA,False,False,False,False,False,0
662,BERNARDIM RIBEIRO,False,False,False,False,False,0
663,COLIBRIS DA SERRA,False,False,False,False,False,0
664,SOUZA RAMOS,False,False,False,False,False,0
665,JARDIM EVANA,False,False,False,False,False,0
666,ADALBERTO KURT,False,False,False,False,False,0
667,SAFIRA,False,False,False,False,False,0
668,PARQUE SANTA MADALENA II,False,False,False,False,False,0
669,MATIMPERERE,False,False,False,False,False,0
670,SANTO AMÉRICO,False,False,False,False,False,0
671,ALFEREZ FRAZÃO,False,False,False,False,False,0
672,JOÃO GALDINO COELHO,False,False,False,False,False,0
673,EGIDIO MARTINS,False,False,False,False,False,0
674,DUARTE DE BRITO,False,False,False,False,False,0
675,UNIÃO,False,False,False,False,False,0
676,GIROLAMO DAI LIBRI,False,False,False,False,False,0
677,MANUEL RIBAS,False,False,False,False,False,0
678,JARDIM ANTONIETA / JARDIM SANTO ANTÔNIO,False,False,False,False,False,0
684,ARCO VERDE,False,False,False,False,False,0
685,PAULINO ALVES ESCUDEIRO,False,False,False,False,False,0
686,CASTELINHO,False,False,False,False,False,0
687,VAZ DE LIMA / SANTO DIAS / JARDIM LIDIA,False,False,False,False,False,0
688,JARDIM MELO,False,False,False,False,False,0
689,ALFREDO OMETECIDIO,False,False,False,False,False,0
690,JARDIM MARINGÁ,False,False,False,False,False,0
694,TEODORO COCHER,False,False,False,False,False,0
695,MARANHAO I,False,False,False,False,False,0
696,BALNEARIO SÃO JOSE,False,False,False,False,False,0
748,ESTRADA DO SUMARÉ,False,False,False,False,False,0
691,JARDIM NOVA PANTANAL,False,False,False,False,False,0
692,JARDIM ZILDA,False,False,False,False,False,0
693,JARDIM DAS FLORES,False,False,False,False,False,0
697,JARDIM MORAIS PRADO II,False,False,False,False,False,0
698,PARQUE NOVO SANTO AMARO III,False,False,False,False,False,0
699,VENTURA BRANCO,False,False,False,False,False,0
700,BEIRA DA LINHA,False,False,False,False,False,0
701,JARDIM LOURDES,False,False,False,False,False,0
702,TIQUATIRA,False,False,False,False,False,0
703,PALÁCIO MONROE,False,False,False,False,False,0
704,AGUAS DE CHAPECO,False,False,False,False,False,0
705,SAVÉRIO VALENTE,False,False,False,False,False,0
706,QUILOMETRO VINTE E OITO,False,False,False,False,False,0
707,JOSÉ ROBERTO SALES,False,False,False,False,False,0
708,BAÍA DOS PÁSSAROS,False,False,False,False,False,0
709,JOÃO PERES CALHAMARES,False,False,False,False,False,0
747,LUIZA ERUNDINA,False,False,False,False,False,0
710,TAQUARITIBA,False,False,False,False,False,0
711,MANSORES,False,False,False,False,False,0
712,FREI AMADOR ANAIS,False,False,False,False,False,0
713,FUJIHARA II,False,False,False,False,False,0
714,JARDIM BORBA GATO,False,False,False,False,False,0
715,JARDIM BOM REFÚGIO,False,False,False,False,False,0
716,IGUAÇU,False,False,False,False,False,0
717,SERINGUEIRA,False,False,False,False,False,0
718,JARDIM ROSCHEL I,False,False,False,False,False,0
719,GAROUPAS,False,False,False,False,False,0
720,JARDIM PIRACUAMA III,False,False,False,False,False,0
721,JARDIM IDEAL II,False,False,False,False,False,0
1178,JARDIM SHANGRILA III,False,False,False,False,False,0
722,PARQUE NOVO SANTO AMARO I E II,False,False,False,False,False,0
723,VILA DAS PRATAS II,False,False,False,False,False,0
724,PASSAGEM III,False,False,False,False,False,0
725,PROJETADA,False,False,False,False,False,0
726,REAL PARQUE,False,False,False,False,False,0
727,GUANABARA,False,False,False,False,False,0
728,BALTAZAR LOPES FRAGOSO,False,False,False,False,False,0
729,PARQUE GRAJAÚ,False,False,False,False,False,0
730,SÍTIO PEDRO VELHO,False,False,False,False,False,0
731,MENDES GAIA,False,False,False,False,False,0
732,GIOVANNI NASCO,False,False,False,False,False,0
733,HAIA DO CARRÃO-ÁREA 2,False,False,False,False,False,0
734,CHACARA,False,False,False,False,False,0
735,JARDIM SOLANGE,False,False,False,False,False,0
736,PINHALZINHO EMURB,False,False,False,False,False,0
737,CONJUNTO NOSSA SENHORA APARECIDA,False,False,False,False,False,0
738,VILA PRAIA,False,False,False,False,False,0
739,JARDIM CASAGRANDE I,False,False,False,False,False,0
740,FREI LEANDRO DO SACRAMENTO,False,False,False,False,False,0
741,BEIRA MAR,False,False,False,False,False,0
742,JARDIM REBECA,False,False,False,False,False,0
743,FAVELA DO GELO,False,False,False,False,False,0
744,SATÉLITE II,False,False,False,False,False,0
745,JARDIM SÃO BERNARDO II,False,False,False,False,False,0
746,TAPUIA,False,False,False,False,False,0
749,BELMIRA MARIN II,False,False,False,False,False,0
750,MONFORTE DE LEMOS,False,False,False,False,False,0
751,BARÃO DE RESENDE,False,False,False,False,False,0
752,ALTO DA ALEGRIA,False,False,False,False,False,0
753,JARDIM MARABÁ II,False,False,False,False,False,0
754,GILBERTO CHAVES,False,False,False,False,False,0
755,CANTO DA NOITE / MAR DESCONHECIDO,False,False,False,False,False,0
756,PAULISTAS,False,False,False,False,False,0
757,ARNOLDO MATTERS,False,False,False,False,False,0
758,VISCONDE DE JARI,False,False,False,False,False,0
759,ESCOLA OLINDA LEITE,False,False,False,False,False,0
1058,ITUNA,False,False,False,False,False,0
760,JARDIM SÃO VICENTE,False,False,False,False,False,0
761,MARILDA,False,False,False,False,False,0
762,LUAR DO SERTÃO III,False,False,False,False,False,0
763,AUGUSTO GONZAGA,False,False,False,False,False,0
764,CAMBAXIRRA,False,False,False,False,False,0
765,ANTÔNIO DO VALE,False,False,False,False,False,0
766,JARDIM SATÉLITE I E II / MARIA A A I E II,False,False,False,False,False,0
767,JARDIM MONTE ALEGRE I,False,False,False,False,False,0
768,PARQUE RECREIO,False,False,False,False,False,0
769,NOVO PARELHEIROS,False,False,False,False,False,0
770,OLÍMPIO RODRIGUES DE ARAÚJO,False,False,False,False,False,0
771,BENEFICENTE,False,False,False,False,False,0
772,BASÍLIO TELES,False,False,False,False,False,0
773,JULES MASSENET,False,False,False,False,False,0
774,VILA XAVANTES,False,False,False,False,False,0
775,TEOTÔNIO VILELA,False,False,False,False,False,0
776,MAURICE DENIS,False,False,False,False,False,0
777,JARDIM SÃO JUDAS TADEU,False,False,False,False,False,0
778,TABOR,False,False,False,False,False,0
779,ADOLFO ADAM,False,False,False,False,False,0
780,JARDIM FIM DE SEMANA,False,False,False,False,False,0
781,JARDIM IPANEMA,False,False,False,False,False,0
782,PRAIA,False,False,False,False,False,0
1070,FAVELA BURACÃO,False,False,False,False,False,0
783,TESOUREIRO,False,False,False,False,False,0
784,JARDIM MARIA SAMPAIO I,False,False,False,False,False,0
785,FULFARO,False,False,False,False,False,0
786,JARDIM HELGA,False,False,False,False,False,0
787,JARDIM NARDINI I,False,False,False,False,False,0
788,VILA INGLESA DE BAIXO,False,False,False,False,False,0
789,CAMPO FORMOSO,False,False,False,False,False,0
790,ARLINDA RAMOS ROLEIRA,False,False,False,False,False,0
791,NOSSA SENHORA APARECIDA,False,False,False,False,False,0
792,MORADA DO SOL,False,False,False,False,False,0
804,PARQUE SANTO ANTÔNIO I,False,False,False,False,False,0
818,JARDIM ITAPURA III,False,False,False,False,False,0
793,VILA CAIS,False,False,False,False,False,0
794,MAURO II,False,False,False,False,False,0
795,SANTA ROSA,False,False,False,False,False,0
796,DANÇA BRASILEIRA,False,False,False,False,False,0
797,NAGIB I E II,False,False,False,False,False,0
798,VIELA DA PAZ,False,False,False,False,False,0
799,LOURENÇO,False,False,False,False,False,0
800,JARDIM DOS FRANCOS II,False,False,False,False,False,0
801,HAMILTON DE ARAÚJO,False,False,False,False,False,0
802,DOIS,False,False,False,False,False,0
803,TEODOMIRO JOSÉ BARBOSA,False,False,False,False,False,0
856,LIBERATO LUIZ TAVARES II,False,False,False,False,False,0
805,JARDIM PANAMERICANO,False,False,False,False,False,0
806,ESPERANCA II,False,False,False,False,False,0
807,NICOLAS ADAM,False,False,False,False,False,0
808,OSCAR ROSAS RIBEIRO,False,False,False,False,False,0
809,TOTÓ,False,False,False,False,False,0
810,JARDIM MARISTELA,False,False,False,False,False,0
811,JOÃO MANOEL VAZ,False,False,False,False,False,0
812,JAN BREUGHEL,False,False,False,False,False,0
813,ESTADO DE SÃO PAULO,False,False,False,False,False,0
814,SANTA MÔNICA,False,False,False,False,False,0
815,NIÁGARA,False,False,False,False,False,0
816,FRANCISCO DE SALES,False,False,False,False,False,0
817,ESMERALDA,False,False,False,False,False,0
857,ALEXANDRE LIMA,False,False,False,False,False,0
819,FAZENDA DA JUTA IV,False,False,False,False,False,0
820,BURACO DO SAPO,False,False,False,False,False,0
821,CHÁCARA SANTO AMARO,False,False,False,False,False,0
822,JARDIM SÃO BENTO VELHO II,False,False,False,False,False,0
823,BANDUIRA,False,False,False,False,False,0
824,RECANTO DA MOEDA,False,False,False,False,False,0
825,RECANTO DO SOL,False,False,False,False,False,0
826,PLANALTO DAS TORRES,False,False,False,False,False,0
827,VILA NOVA GALVÃO I,False,False,False,False,False,0
828,TAVANES I,False,False,False,False,False,0
829,ANATOLI LIADOV,False,False,False,False,False,0
830,TORRES DE OLIVEIRA,False,False,False,False,False,0
831,PISCINÃO RIO DAS PEDRAS,False,False,False,False,False,0
832,ARTUR NASCIMENTO,False,False,False,False,False,0
833,PAULO DE SOUZA FERREIRA,False,False,False,False,False,0
834,PALMAS DO TREMEMBÉ,False,False,False,False,False,0
835,JARDIM CIDADE II,False,False,False,False,False,0
836,GUAPIRA I,False,False,False,False,False,0
837,ANDRADE DUQUET,False,False,False,False,False,0
838,BALAPAPESP III,False,False,False,False,False,0
839,CANTO DO RIO VERDE,False,False,False,False,False,0
840,JARDIM EDUCANDÁRIO I,False,False,False,False,False,0
841,JARDIM CIDADE I,False,False,False,False,False,0
842,PARQUE EUROPA III,False,False,False,False,False,0
843,PASSAGEM NOTURNA,False,False,False,False,False,0
844,JARDIM MACEDÔNIA,False,False,False,False,False,0
845,PULLMAN,False,False,False,False,False,0
846,JARDIM GERMÂNIA,False,False,False,False,False,0
847,SOLDADO JOSÉ LINO DO NASCIMENTO,False,False,False,False,False,0
848,FAVELA ALBA,False,False,False,False,False,0
849,JARDIM COMERCIAL II,False,False,False,False,False,0
850,PIOLHO II,False,False,False,False,False,0
851,LOUIS CARAVAQUE,False,False,False,False,False,0
852,CIDADE DE DEUS,False,False,False,False,False,0
853,IPÊ,False,False,False,False,False,0
854,SAFRA,False,False,False,False,False,0
855,PESCARA,False,False,False,False,False,0
858,BOULEVARD DA PAZ,False,False,False,False,False,0
859,FAVELA JUNO,False,False,False,False,False,0
860,BOSQUE DO SOL I,False,False,False,False,False,0
861,GÊMEOS,False,False,False,False,False,0
862,NELLA MURARI ROSA,False,False,False,False,False,0
863,JARDIM D ABRIL I,False,False,False,False,False,0
864,MARIA OSÓRIO TEIXEIRA,False,False,False,False,False,0
865,JARDIM MARIA LUIZA,False,False,False,False,False,0
866,PARQUE SANTO ANTÔNIO III,False,False,False,False,False,0
867,ITACOLOMI,False,False,False,False,False,0
868,MORRO DOCE I,False,False,False,False,False,0
869,PARAGUAI,False,False,False,False,False,0
870,COLORADO,False,False,False,False,False,0
871,JARDIM DAS CAMÉLIAS,False,False,False,False,False,0
872,JARDIM PIRACEMA,False,False,False,False,False,0
873,BARONE MERCADANTE,False,False,False,False,False,0
874,BUERU,False,False,False,False,False,0
875,ERNESTO BOTTONI,False,False,False,False,False,0
876,TRANSMISSÃO,False,False,False,False,False,0
877,VILA FACHINI,False,False,False,False,False,0
878,JARDIM VARGINHA I / VIELA DAS ADÁLIAS,False,False,False,False,False,0
879,PARQUE NOVO SANTO AMARO IV,False,False,False,False,False,0
880,MILAGRE DOS PEIXES,False,False,False,False,False,0
1097,MANUEL MELO FREIRE,False,False,False,False,False,0
881,PIRATININGA,False,False,False,False,False,0
882,JACINTO FERREIRA,False,False,False,False,False,0
883,ARAGÃO LAVRINHAS,False,False,False,False,False,0
884,JOSÉ RAMOS FERNANDES,False,False,False,False,False,0
885,CLÓVIS VAZ DE SOUZA,False,False,False,False,False,0
886,ZOIÃO,False,False,False,False,False,0
887,VILA CAVATTON,False,False,False,False,False,0
888,SÃO PEDRO,False,False,False,False,False,0
889,VIELA BAYER,False,False,False,False,False,0
890,MORUMBI SUL,False,False,False,False,False,0
891,FAVELA DAS MODULAÇÕES,False,False,False,False,False,0
892,NEUMAS / KAGOHARA IV,False,False,False,False,False,0
893,PONTA DA PRAIA,False,False,False,False,False,0
894,ITAPIOCABA,False,False,False,False,False,0
938,MANOEL ALVES MESQUITA,False,False,False,False,False,0
895,CORÉIA,False,False,False,False,False,0
896,EMBOABAS,False,False,False,False,False,0
897,PULLMAN III,False,False,False,False,False,0
898,IVAR BECKMAN,False,False,False,False,False,0
899,OSVALDO VALLE CORDEIRO,False,False,False,False,False,0
900,CHÁCARA SONHO AZUL - A,False,False,False,False,False,0
901,SAPÉ,False,False,False,False,False,0
902,PARQUE PEREIRA,False,False,False,False,False,0
903,JARDIM DAS PALMAS,False,False,False,False,False,0
939,LOURENÇO DE MENDONÇA,False,False,False,False,False,0
940,MATO VERDE II,False,False,False,False,False,0
904,VIETNÃ,False,False,False,False,False,0
905,CPTM RECANTO DOS HUMILDES,False,False,False,False,False,0
906,ACARIRANA,False,False,False,False,False,0
907,MARIO CARDIM,False,False,False,False,False,0
908,MORRO DA LUA,False,False,False,False,False,0
909,MORRO DO PEL,False,False,False,False,False,0
910,NAZARÉ MENEZES,False,False,False,False,False,0
911,CHAZINHO,False,False,False,False,False,0
912,JARDIM ORLY II,False,False,False,False,False,0
913,JARDIM CAIÇARA,False,False,False,False,False,0
914,AFONSO VIDAL,False,False,False,False,False,0
1179,JOÃO GASPAR I,False,False,False,False,False,0
915,MANUEL MOREIRA DE SÁ,False,False,False,False,False,0
916,MOACIR PADILHA,False,False,False,False,False,0
917,JARDIM LETÍCIA,False,False,False,False,False,0
918,HEITOR ANTONIO EIRAS GARCIA,False,False,False,False,False,0
919,PROMORAR,False,False,False,False,False,0
920,MANDIOCAL II DO PARQUE REGINA,False,False,False,False,False,0
921,JARDIM LEÔNIDAS MOREIRA,False,False,False,False,False,0
922,NOVA MONSENHOR JERÔNIMO RODRIGUES,False,False,False,False,False,0
923,JARDIM SÃO LUIS II,False,False,False,False,False,0
924,ARPOADOR,False,False,False,False,False,0
925,JAU,False,False,False,False,False,0
926,ALEGRIA,False,False,False,False,False,0
927,CAMPOS MELLO I,False,False,False,False,False,0
928,JARDIM CIDADE PIRITUBA,False,False,False,False,False,0
929,DONA CRISTINA,False,False,False,False,False,0
930,CIDADE D ABRIL,False,False,False,False,False,0
931,ANGELO SAMPAIO,False,False,False,False,False,0
932,JARDIM LEÔNIDAS MOREIRA III,False,False,False,False,False,0
933,BORNEO,False,False,False,False,False,0
934,JARDIM REBOUÇAS,False,False,False,False,False,0
935,SÃO NICOLAU,False,False,False,False,False,0
936,MOENDA VELHA,False,False,False,False,False,0
937,ELIDA,False,False,False,False,False,0
1254,MONTE KEMEL,False,False,False,False,False,0
941,SEBASTIÃO ADVÍNCOLA DA CUNHA,False,False,False,False,False,0
942,SÃO ROQUE,False,False,False,False,False,0
943,JARDIM GUARANI,False,False,False,False,False,0
944,CROMER,False,False,False,False,False,0
945,FERRER BASSA,False,False,False,False,False,0
946,EROTIDES DE CAMPOS,False,False,False,False,False,0
947,ANTONIO SILVESTRE,False,False,False,False,False,0
948,QUEBEC,False,False,False,False,False,0
949,NEIDE APARECIDA SOLITO,False,False,False,False,False,0
950,ESTRADA ANTIGA DO MAR,False,False,False,False,False,0
951,EMBIRA,False,False,False,False,False,0
952,CHÁCARA CHACRINHA,False,False,False,False,False,0
953,TRÊS ESTRELAS,False,False,False,False,False,0
954,OCUPAÇÃO MORUMBIZINHO - SÃO FRANCISCO GLOBAL,False,False,False,False,False,0
977,JARDIM VALE VERDE,False,False,False,False,False,0
955,PEINHA,False,False,False,False,False,0
956,AMERICANÓPOLIS I,False,False,False,False,False,0
957,OCUPAÇÃO FRANCISCO ALVARES CORREIA,False,False,False,False,False,0
958,ALFREDO HANISCH,False,False,False,False,False,0
959,RAUL DE LEONI RAMOS,False,False,False,False,False,0
960,DOMITILA,False,False,False,False,False,0
961,RECANTO NOVA REPÚBLICA II,False,False,False,False,False,0
962,ESPERANÇA,False,False,False,False,False,0
963,JARDIM ZOOLÓGICO,False,False,False,False,False,0
964,PARQUE SANTA MADALENA I,False,False,False,False,False,0
965,VIELA CINCO,False,False,False,False,False,0
978,JARDIM CAMBARÁ II,False,False,False,False,False,0
966,RECANTO DA ALEGRIA,False,False,False,False,False,0
967,RODOLFO MOZER,False,False,False,False,False,0
968,OLARIA,False,False,False,False,False,0
969,MAURO,False,False,False,False,False,0
970,MIRANDAS II,False,False,False,False,False,0
971,BOA ESPERANÇA,False,False,False,False,False,0
972,ARRAIAS DO ARAGUAIA,False,False,False,False,False,0
973,ANGELO TARSINI,False,False,False,False,False,0
974,JARDIM NARDINI II,False,False,False,False,False,0
975,JARDIM JARAGUA,False,False,False,False,False,0
976,VILA NOVA PIRAJUSSARA,False,False,False,False,False,0
979,GUAICURI II / PEDRA SOBRE PEDRA,False,False,False,False,False,0
980,FERDINANDO RAMPONI,False,False,False,False,False,0
981,"JARDIM NORONHA I, II E III",False,False,False,False,False,0
982,ALVARES DE CASTRO,False,False,False,False,False,0
983,CONSELHEIRO MOREIRA DE BARROS,False,False,False,False,False,0
984,ANTONIO ROMANO DE OLIVEIRA,False,False,False,False,False,0
985,MENDONÇA ARRAES,False,False,False,False,False,0
986,LINDA TV PATRÍCIA,False,False,False,False,False,0
987,BOAVENTURA FERREIRA,False,False,False,False,False,0
988,JARDIM SORAIA,False,False,False,False,False,0
989,SEM TERRA,False,False,False,False,False,0
1330,CEFALONIA,False,False,False,False,False,0
990,ORQUIDEAS / PARQUE PRIMAVERA,False,False,False,False,False,0
991,FAVELA DO TAMANDUATEI,False,False,False,False,False,0
992,PEDREIRA I,False,False,False,False,False,0
993,PARQUE SUMARÉ,False,False,False,False,False,0
994,ANTONIO MADI,False,False,False,False,False,0
995,SIMONE DONATELO,False,False,False,False,False,0
996,PARANAPANEMA II,False,False,False,False,False,0
997,DOMINGOS ESCORCIO,False,False,False,False,False,0
998,JARDIM CATANDUVA,False,False,False,False,False,0
999,FAVELA PARCEL,False,False,False,False,False,0
1009,SERAFIM ÁLVAREZ,False,False,False,False,False,0
1010,CONSTANÇA DA CONCEIÇÃO,False,False,False,False,False,0
1331,BONIFÁCIO MAIA,False,False,False,False,False,0
1000,ORESTE DAMOLIN,False,False,False,False,False,0
1001,JARDIM UNIVERSAL I,False,False,False,False,False,0
1002,JARDIM HASANO II,False,False,False,False,False,0
1003,RECANTO CAMPO BELO I,False,False,False,False,False,0
1004,SANTA CATARINA,False,False,False,False,False,0
1005,FAVELA ARAGUARY II,False,False,False,False,False,0
1006,MISSIONARIA V,False,False,False,False,False,0
1007,VERA CRUZ,False,False,False,False,False,0
1008,NOVA V,False,False,False,False,False,0
