gid,favela,2017,2020,2024,osm,temporal,completed
1011,SANTA TEREZINHA II,False,False,False,False,False,0
1012,VILA NOVA,False,False,False,False,False,0
1013,JARDIM CAMBARÁ I,False,False,False,False,False,0
1014,MONTE PIRAPIRAPUÃ,False,False,False,False,False,0
1015,PRAÇA JEQUIÉ,False,False,False,False,False,0
1016,JARDIM ALMANARA,False,False,False,False,False,0
1017,VALE DAS VIRTUDES I,False,False,False,False,False,0
1018,SANTO DIAS II,False,False,False,False,False,0
1019,SOUZA DANTAS,False,False,False,False,False,0
1020,VILA SULINA,False,False,False,False,False,0
1021,JARDIM ROSA MARIA III,False,False,False,False,False,0
1059,VILA DO SOL,False,False,False,False,False,0
1022,SÃO SAVERIO,False,False,False,False,False,0
1023,VILA NOVA GALVAO II,False,False,False,False,False,0
1024,MANDIOCAL I DO PARQUE REGINA,False,False,False,False,False,0
1025,PALÁCIO GUANABARA IV,False,False,False,False,False,0
1026,CAMPO GRANDE I,False,False,False,False,False,0
1027,JARDIM JANGADEIRO,False,False,False,False,False,0
1028,MORRO DOCE II,False,False,False,False,False,0
1041,VILA CRISTINA,False,False,False,False,False,0
1042,AVARÉ,False,False,False,False,False,0
1029,JARDIM CAMPO DE FORA / SANTO ANTÔNIO,False,False,False,False,False,0
1030,JOÃO GOMES CARNEIRO,False,False,False,False,False,0
1031,SINCORÁ,False,False,False,False,False,0
1032,CAETANO PAIOLI,False,False,False,False,False,0
1033,JARDIM ALVINA,False,False,False,False,False,0
1034,BALTAZAR DE QUADROS,False,False,False,False,False,0
1035,ÁGUAS DE CONTENDAS,False,False,False,False,False,0
1036,TIRSO MARTINS,False,False,False,False,False,0
1037,VILA BOAÇAVA,False,False,False,False,False,0
1038,LAGO DO JUNCA,False,False,False,False,False,0
1039,JARDIM POUSO ALEGRE,False,False,False,False,False,0
1040,CEPO,False,False,False,False,False,0
1043,IBITINGA,False,False,False,False,False,0
1044,PARQUE ANHANGUERA,False,False,False,False,False,0
1045,MONTE KEMEL,False,False,False,False,False,0
1046,RUA DAS ROLINHAS,False,False,False,False,False,0
1047,VILA DAS BELEZAS,False,False,False,False,False,0
1048,FAENZA I,False,False,False,False,False,0
1049,FRANCISCO SANCHES DIAS,False,False,False,False,False,0
1050,JARDIM ZAIRA,False,False,False,False,False,0
1051,SEM SAÍDA,False,False,False,False,False,0
1052,DAVID EID,False,False,False,False,False,0
1053,IRGA,False,False,False,False,False,0
1054,JARDIM SÃO JANUÁRIO II,False,False,False,False,False,0
1055,JARDIM RINCÃO II,False,False,False,False,False,0
1056,CANAÃ,False,False,False,False,False,0
1057,BURACÃO,False,False,False,False,False,0
1060,VILA LIVIERO,False,False,False,False,False,0
1061,IMPRENSA COLONOS,False,False,False,False,False,0
1062,JARDIM TOCA / JARDIM PROGRESSO,False,False,False,False,False,0
1063,MUCUGÊ,False,False,False,False,False,0
1064,GENTIL FABRIANO,False,False,False,False,False,0
1065,JARDIM DAS PEDRAS,False,False,False,False,False,0
1066,ETELVINA B,False,False,False,False,False,0
1067,PADRE CORREIA DE ALMEIDA,False,False,False,False,False,0
1068,CORAIM MACHADO,False,False,False,False,False,0
1069,JARDIM IRAPIRANGA,False,False,False,False,False,0
1071,TEONILO DE SOUZA,False,False,False,False,False,0
1072,FRANCISCO JORGE DA SILVA,False,False,False,False,False,0
1073,MARILAC,False,False,False,False,False,0
1074,JARDIM VERA CRUZ II,False,False,False,False,False,0
1075,PARQUE NOVA ANHANGUERA,False,False,False,False,False,0
1076,ALVES DE SOUZA,False,False,False,False,False,0
1077,CARLOS BIGNARDI,False,False,False,False,False,0
1078,DORNAS FILHO,False,False,False,False,False,0
1079,JARDIM IRACEMA,False,False,False,False,False,0
1080,CIRENAICA,False,False,False,False,False,0
1081,PARQUE EUROPA IV,False,False,False,False,False,0
1082,JARDIM FIM DE SEMANA II,False,False,False,False,False,0
1083,CAMPO DE LUTA,False,False,False,False,False,0
1084,VILA VICENTE RAO,False,False,False,False,False,0
1096,JARDIM PAULO VI,False,False,False,False,False,0
1085,PULLMAN II,False,False,False,False,False,0
1086,JARDIM PIRACUAMA I,False,False,False,False,False,0
1087,BABILÔNIA,False,False,False,False,False,0
1088,VASCONCELOS CHAVES,False,False,False,False,False,0
1089,JARDIM PARAGUAÇU,False,False,False,False,False,0
1090,ANTÔNIO DIAS PEREIRA,False,False,False,False,False,0
1091,DUQUESA DE FAIAL,False,False,False,False,False,0
1092,CARUXA,False,False,False,False,False,0
1093,SANTA FÉ,False,False,False,False,False,0
1094,FRANCISCO LACERDA E ALMEIDA,False,False,False,False,False,0
1095,ÁGUA PODRE,False,False,False,False,False,0
1098,SOSSEGO,False,False,False,False,False,0
1099,NIZA,False,False,False,False,False,0
1100,JARDIM SELMA II,False,False,False,False,False,0
1101,WILSON PEREIRA DE ALMEIDA,False,False,False,False,False,0
1102,JARARAÚ II,False,False,False,False,False,0
1103,WILLIAN KENT,False,False,False,False,False,0
1104,CAIXA D'ÁGUA,False,False,False,False,False,0
1105,JARDIM MARIA ESTELA,False,False,False,False,False,0
1106,INDIO PERI,False,False,False,False,False,0
1107,JARDIM DAS ROSAS III,False,False,False,False,False,0
1108,JARDIM IRENE III,False,False,False,False,False,0
1109,IPOJUCA LINS DE ARAÚJO,False,False,False,False,False,0
1110,SÃO LOURENÇO,False,False,False,False,False,0
1111,JARDIM PRIMAVERA II,False,False,False,False,False,0
1112,PACHECO CHAVES,False,False,False,False,False,0
1113,CAMASATI,False,False,False,False,False,0
1114,CONSTANTINO DE OLIVEIRA LEDO I,False,False,False,False,False,0
1115,JARDIM ITATIAIA,False,False,False,False,False,0
1116,LAGOA REAL,False,False,False,False,False,0
1117,GIANETTI,False,False,False,False,False,0
1118,XAVIER DE MAGALHÃES,False,False,False,False,False,0
1119,JARDIM UBIRAJARA,False,False,False,False,False,0
1120,PINGO DE OURO,False,False,False,False,False,0
1121,GUARATU,False,False,False,False,False,0
1122,FAVELA DA SERVIDÃO,False,False,False,False,False,0
1123,BRENO ACIOLI,False,False,False,False,False,0
1124,ADOLFO DE SOUZA CARNEIRO,False,False,False,False,False,0
1125,JARDIM PLANALTO,False,False,False,False,False,0
1126,PORTELINHA,False,False,False,False,False,0
1127,COHAB - MENDONÇA JUNIOR,False,False,False,False,False,0
1128,GALINHA D ÁGUA,False,False,False,False,False,0
1129,JOSÉ CARLOS NOGUEIRA,False,False,False,False,False,0
1130,VIRURI,False,False,False,False,False,0
1131,JACARAIPE,False,False,False,False,False,0
1132,DIONISIA,False,False,False,False,False,0
1133,RIBEIRÃO PRETO,False,False,False,False,False,0
1134,TEOTÔNIO VILELA COHAB,False,False,False,False,False,0
1135,JARDIM MARIA SAMPAIO II,False,False,False,False,False,0
1136,CONJUNTO DA PAZ,False,False,False,False,False,0
1148,JOAQUIM ROSEIRA,False,False,False,False,False,0
1149,MARIA MARGARIDA,False,False,False,False,False,0
1137,MATA DA JUTA,False,False,False,False,False,0
1138,SÃO JOÃO DA BOA VISTA I,False,False,False,False,False,0
1139,JARDIM SÃO RAFAEL II,False,False,False,False,False,0
1140,JARDIM CAMPO DE FORA II,False,False,False,False,False,0
1141,ALEGRE,False,False,False,False,False,0
1142,PAQUETÁ II,False,False,False,False,False,0
1143,JARDIM CLIMAX II,False,False,False,False,False,0
1144,JARDIM CELESTE,False,False,False,False,False,0
1145,JOSÉ VICENTE DE BARROS FILHO,False,False,False,False,False,0
1146,JARDIM CAMPO DE FORA III,False,False,False,False,False,0
1147,ABACATEIRO,False,False,False,False,False,0
1150,MANGUE,False,False,False,False,False,0
1151,PROF. BENEDITO ANTONIO TRAMA,False,False,False,False,False,0
1152,NÚCLEO PARTICULAR,False,False,False,False,False,0
1153,JARDIM VARGINHA II,False,False,False,False,False,0
1154,VITÓRIO CAPELLARO,False,False,False,False,False,0
1155,JOHN AUDUBON I,False,False,False,False,False,0
1156,CAMINHO PARTICULAR,False,False,False,False,False,0
1157,SANTA TEREZA III,False,False,False,False,False,0
1158,VILA SANTA ZÉLIA,False,False,False,False,False,0
1159,PROFESSOR CORREIA BRITO,False,False,False,False,False,0
1160,URIAS ANTONIO DE SOUZA,False,False,False,False,False,0
1161,FUTURO MELHOR,False,False,False,False,False,0
1162,MAR DE CORAL,False,False,False,False,False,0
1163,FONTE,False,False,False,False,False,0
1164,ANTÔNIO CARLOS TEIXEIRA MONTEIRO,False,False,False,False,False,0
1177,MARIA VERA LOMBARDI SIQUEIRA 2,False,False,False,False,False,0
1165,JARDIM IDEAL,False,False,False,False,False,0
1166,JARDIM DIVINO,False,False,False,False,False,0
1167,SAMPEI SATO,False,False,False,False,False,0
1168,ARPOADOR II,False,False,False,False,False,0
1169,CANÃO,False,False,False,False,False,0
1170,ANDRÉ CAVALCANTE,False,False,False,False,False,0
1171,JARDIM ELIANA I,False,False,False,False,False,0
1172,PARQUE EUROPA I,False,False,False,False,False,0
1173,FAVELA DA PAZ,False,False,False,False,False,0
1174,MARI,False,False,False,False,False,0
1175,BALDOMERO FERNANDEZ,False,False,False,False,False,0
1176,CHAPENA,False,False,False,False,False,0
1180,EDUARDO AMIGO,False,False,False,False,False,0
1181,ANAJAZEIRA,False,False,False,False,False,0
1182,VILA ARISI,False,False,False,False,False,0
1183,JARDIM NAZARE I,False,False,False,False,False,0
1184,DERSA,False,False,False,False,False,0
1185,XAMBORES I E II (FASE 3),False,False,False,False,False,0
1186,"PARQUE SÃO JOSÉ III, V E VILA EDA",False,False,False,False,False,0
1187,JARDIM TANCREDO,False,False,False,False,False,0
1188,MARGINAL I,False,False,False,False,False,0
1189,INTERCONTINENTAL,False,False,False,False,False,0
1190,CAMARAZAL,False,False,False,False,False,0
1191,ESMERALDA MONTEIRO,False,False,False,False,False,0
1192,SINHAZINHA,False,False,False,False,False,0
1193,TEREZA,False,False,False,False,False,0
1194,NOSSA SENHORA ASSUNÇÃO I,False,False,False,False,False,0
1195,JARDIM SÃO BERNARDO III,False,False,False,False,False,0
1196,JARDIM LILIA,False,False,False,False,False,0
1197,SÃO JOSÉ I,False,False,False,False,False,0
1198,FREGUESIA DE POIARES,False,False,False,False,False,0
1199,FRANCISCO PRETO,False,False,False,False,False,0
1200,JARDIM CAMPANÁRIO,False,False,False,False,False,0
1201,CÉSAR RAVASCO,False,False,False,False,False,0
1202,HEMATITA,False,False,False,False,False,0
1203,JOSÉ VELOSO CARMO,False,False,False,False,False,0
1204,FAVELA DO PÓ,False,False,False,False,False,0
1205,VOLTA REDONDA,False,False,False,False,False,0
1206,TUFIK MEREB,False,False,False,False,False,0
1207,JARDIM ALVORADA,False,False,False,False,False,0
1208,BERNARDINO DE CAMPOS,False,False,False,False,False,0
1209,SOUZA RAMOS,False,False,False,False,False,0
1210,JARDIM ELLUS,False,False,False,False,False,0
1211,SEBASTIÃO AFONSO,False,False,False,False,False,0
1212,ESPAMA,False,False,False,False,False,0
1213,ELÍSIO TEIXEIRA LEITE,False,False,False,False,False,0
1214,RUFINO DA COSTA GAVIÃO,False,False,False,False,False,0
1215,VALE DA ESPERANÇA,False,False,False,False,False,0
1216,BARTOLOMEU FEIO,False,False,False,False,False,0
1217,JARDIM COMERCIAL III,False,False,False,False,False,0
1218,BARTIRA,False,False,False,False,False,0
1219,MARIA VERA LOMBARDI SIQUEIRA,False,False,False,False,False,0
1220,PONCHE VERDE,False,False,False,False,False,0
1221,JARDIM SANTOS DUMONT,False,False,False,False,False,0
1222,RECANTO DA ALEGRIA I E II,False,False,False,False,False,0
1223,DEJANIRA,False,False,False,False,False,0
1224,PONTO SEGURO II,False,False,False,False,False,0
1225,MIRANGOABA I,False,False,False,False,False,0
1226,MARCONI CURUÇA,False,False,False,False,False,0
1227,JARDIM FIM DE SEMANA III,False,False,False,False,False,0
1228,JOSÉ DOS SANTOS JUNIOR,False,False,False,False,False,0
1229,RECANTO NOVA REPUBLICA IV,False,False,False,False,False,0
1230,LIMOEIRO - MP-01,False,False,False,False,False,0
1231,JARDIM ALVINA II,False,False,False,False,False,0
1232,MAFALDA SANTANIN BETTIO,False,False,False,False,False,0
1233,ANTHERO GOMES DO NASCIMENTO,False,False,False,False,False,0
1234,BELÉM DE MARIA II,False,False,False,False,False,0
1235,HAIDÉE,False,False,False,False,False,0
1236,JARDIM FRATERNIDADE II,False,False,False,False,False,0
1237,ROSSI,False,False,False,False,False,0
1238,SEABRA,False,False,False,False,False,0
1239,PARQUE ALOYSIO / PARQUE SÃO LUÍS,False,False,False,False,False,0
1240,PARQUE CENTRAL,False,False,False,False,False,0
1241,PADRE LEAO PERUCHE,False,False,False,False,False,0
1242,SUCUPIRA,False,False,False,False,False,0
1243,MARIA LUIZA AMERICANO,False,False,False,False,False,0
1244,DOM MIGUEL DE BULHÕES,False,False,False,False,False,0
1245,COMENDADOR ALFAIA RODRIGUES,False,False,False,False,False,0
1246,SANTO ANTÔNIO DO CANINDÊ,False,False,False,False,False,0
1247,AUGUSTO GIL,False,False,False,False,False,0
1248,PARQUE BELEM,False,False,False,False,False,0
1249,COMPLEXO PENHA BRASIL II,False,False,False,False,False,0
1250,ANA MARIA,False,False,False,False,False,0
1251,RAIMUNDO PEREZ DE SOUZA,False,False,False,False,False,0
1252,MUNIZ DE SOUZA,False,False,False,False,False,0
1253,USINA DE ASFALTO,False,False,False,False,False,0
1255,VIELA SABESP,False,False,False,False,False,0
1256,COMPLEXO PENHA BRASIL I,False,False,False,False,False,0
1257,VILA SOUZA,False,False,False,False,False,0
1258,VILA ALBERTINA I,False,False,False,False,False,0
1259,CHÁCARA BANDEIRANTE,False,False,False,False,False,0
1260,MARIA AMÉLIA DE ASSUNÇÃO,False,False,False,False,False,0
1261,VILA OPERÁRIA,False,False,False,False,False,0
1262,JARDIM AURORA,False,False,False,False,False,0
1263,ODASSI NAZZALI,False,False,False,False,False,0
1264,ENTRE RIOS II,False,False,False,False,False,0
1265,AQUARELA DO PARQUE EDU CHAVES,False,False,False,False,False,0
1266,MORUMBIZINHO,False,False,False,False,False,0
1267,CEMITERIO DO HORTO,False,False,False,False,False,0
1268,VITORIA REGIA,False,False,False,False,False,0
1269,JARDIM MARCELO II,False,False,False,False,False,0
1270,TAQUARI,False,False,False,False,False,0
1271,VILA PEDREIRA,False,False,False,False,False,0
1272,AGRESTE DE ITABAIANA,False,False,False,False,False,0
1273,NOSSA SENHORA DAS VIRTUDES II,False,False,False,False,False,0
1274,JARDIM DAS VERTENTES,False,False,False,False,False,0
1275,TRAVESSA ESPERANÇA,False,False,False,False,False,0
1276,CHÁCARA SÃO JUDAS / JARDIM ÂNGELA,False,False,False,False,False,0
1277,BENEDITO PENA,False,False,False,False,False,0
1278,CARLOS MATTIZ II,False,False,False,False,False,0
1279,BEIJA FLOR,False,False,False,False,False,0
1280,VILA NANCI,False,False,False,False,False,0
1281,JARDIM ISMÉRIA,False,False,False,False,False,0
1282,MORRO DO LIVRAMENTO,False,False,False,False,False,0
1283,CARIRI,False,False,False,False,False,0
1284,CIDADE BAIXA,False,False,False,False,False,0
1285,JARDIM DOS LAGOS - IPANEMA,False,False,False,False,False,0
1286,AMERICANÓPOLIS II,False,False,False,False,False,0
1287,HUGO ITALO MERIGO,False,False,False,False,False,0
1288,TRÊS FRONTEIRAS,False,False,False,False,False,0
1289,JARDIM SÃO JORGE,False,False,False,False,False,0
1290,CIDADE NOVA,False,False,False,False,False,0
1291,JARDIM SÃO BENEDITO I,False,False,False,False,False,0
1292,ESPERANTINOPOLIS,False,False,False,False,False,0
1293,FELIX FLAMENGO,False,False,False,False,False,0
1335,VILA MIRIAM,False,False,False,False,False,0
1294,JARDIM IRENE I,False,False,False,False,False,0
1295,BOQUEIRÃO,False,False,False,False,False,0
1296,LIVIERO,False,False,False,False,False,0
1297,GABRIELA MISTRAL,False,False,False,False,False,0
1298,RADAR,False,False,False,False,False,0
1299,JOSÉ CODINA,False,False,False,False,False,0
1300,SANTA JULIA,False,False,False,False,False,0
1301,SANTA RITA II,False,False,False,False,False,0
1302,TANQUE ITÁPOLIS,False,False,False,False,False,0
1303,LAVIOS,False,False,False,False,False,0
1304,JARDIM ERNESTINA,False,False,False,False,False,0
1305,POUSO DO CAPIM GROSSO,False,False,False,False,False,0
1306,SANTO EDUARDO ÁREA 2,False,False,False,False,False,0
1307,JARDIM DA FELICIDADE,False,False,False,False,False,0
1308,PARQUE SANTO ANTÔNIO VII,False,False,False,False,False,0
1309,MANDRÁGORAS,False,False,False,False,False,0
1310,CORREGO BONITO,False,False,False,False,False,0
1311,AMADEU,False,False,False,False,False,0
1312,NOSSA SENHORA ASSUNÇÃO III,False,False,False,False,False,0
1313,MARIANA LUZ DE JESUS / CHÁCARA DOURADO,False,False,False,False,False,0
1314,JARDIM UMUARAMA,False,False,False,False,False,0
1315,JARDIM THOMAS I,False,False,False,False,False,0
1332,MINUANOS,False,False,False,False,False,0
1333,JARDIM DOS FRANCOS IV,False,False,False,False,False,0
1334,OLIMPIO BRAS DE SOUZA,False,False,False,False,False,0
1316,GUACURI,False,False,False,False,False,0
1317,JOSÉ LEANDRO DE CAMPOS,False,False,False,False,False,0
1318,MIRANGOABA II,False,False,False,False,False,0
1319,FAZENDINHA - I P,False,False,False,False,False,0
1320,VILA DANIA MUNGO PARK,False,False,False,False,False,0
1321,ITABIRA PEDRA BRANCA,False,False,False,False,False,0
1322,REGINA,False,False,False,False,False,0
1323,COIMBRA,False,False,False,False,False,0
1324,SILVINO DE GODOY,False,False,False,False,False,0
1325,JARDIM DOS FRANCOS I,False,False,False,False,False,0
1326,MIRASSOL DO OESTE,False,False,False,False,False,0
1327,RUA DOS GUSMÕES 222-236,False,False,False,False,False,0
1328,ATERRO SANITARIO,False,False,False,False,False,0
1329,ABEL MARCIANO,False,False,False,False,False,0
1336,GUAPIRA II,False,False,False,False,False,0
1337,CANDIDO BORGES MONTEIRO,False,False,False,False,False,0
1338,MONTE AZUL PAULISTA,False,False,False,False,False,0
1339,FERREIRA VIANA,False,False,False,False,False,0
1340,BLOCOS EBENIZER,False,False,False,False,False,0
1341,JARDIM BATALHA,False,False,False,False,False,0
1342,JARDIM DOS FRANCOS III,False,False,False,False,False,0
1343,SAMUEL COOPER,False,False,False,False,False,0
1344,MARIA CURSI,False,False,False,False,False,0
1345,JARDIM MARABÁ I,False,False,False,False,False,0
1346,SERAFIM POLI,False,False,False,False,False,0
1359,CHARCO,False,False,False,False,False,0
1360,ÂNGELO GIMENEZ,False,False,False,False,False,0
1361,VILA SÃO FRANCISCO,False,False,False,False,False,0
1362,RENATO DA CUNHA,False,False,False,False,False,0
1363,RECANTO SANTO ANTÔNIO II,False,False,False,False,False,0
1347,CAIXA D'AGUA,False,False,False,False,False,0
1348,JARDIM COMERCIAL V,False,False,False,False,False,0
1349,ITABAPOAMA,False,False,False,False,False,0
1350,ORLANDO CHIODI,False,False,False,False,False,0
1351,JARDIM SÃO MARTINHO,False,False,False,False,False,0
1352,GLEBA DO PÊSSEGO,False,False,False,False,False,0
1353,ANTONIO AUGUSTO QUEIROGA II,False,False,False,False,False,0
1354,ANIBAL DIFRÂNCIA I,False,False,False,False,False,0
1355,INAJAR DE SOUZA III,False,False,False,False,False,0
1356,JOÃO DE GODOI MOREIRA,False,False,False,False,False,0
1357,SABESP - GUAPIRA II,False,False,False,False,False,0
1358,PARATIGI,False,False,False,False,False,0
1387,PARQUE SÃO DOMINGOS II,False,False,False,False,False,0
1364,SÃO JOSÉ BARROCA,False,False,False,False,False,0
1365,ITAJUIBE,False,False,False,False,False,0
1366,ÂNGELO CRISTIANINI,False,False,False,False,False,0
1367,JARDIM SÃO BERNARDO I,False,False,False,False,False,0
1368,CHAMOCOS,False,False,False,False,False,0
1369,GATO PRETO I,False,False,False,False,False,0
1370,GUAICURI I,False,False,False,False,False,0
1371,GUILHERME BUDE,False,False,False,False,False,0
1372,CARLOS LACERDA,False,False,False,False,False,0
1373,SALIN ELIAS JABALI,False,False,False,False,False,0
1428,ANTÔNIO DA COSTA MAGUETA,False,False,False,False,False,0
1374,"PARQUE SÃO JOSÉ VII, TRÊS CÂNTICOS E ENTORNO",False,False,False,False,False,0
1375,DUARTE DE LEMOS,False,False,False,False,False,0
1376,COSTA DO VALADO,False,False,False,False,False,0
1377,JARDIM SÃO CARLOS,False,False,False,False,False,0
1378,ITAGUARU,False,False,False,False,False,0
1379,VILA BELA II,False,False,False,False,False,0
1380,OVIDIO JOSÉ ANTONIO SANTANA,False,False,False,False,False,0
1381,JARDIM NOVA ROBRU,False,False,False,False,False,0
1382,SANTA DAVINA,False,False,False,False,False,0
1383,JURACI ARTACHO,False,False,False,False,False,0
1384,PEDRA,False,False,False,False,False,0
1385,JARDIM PRINCESA,False,False,False,False,False,0
1386,JULIO PINHEIRO,False,False,False,False,False,0
1388,HUGO ITALO MERIGO II,False,False,False,False,False,0
1389,JARDIM ICARAÍ,False,False,False,False,False,0
1390,JARDIM ANTONIETA II,False,False,False,False,False,0
1391,PARQUE FERNANDA III,False,False,False,False,False,0
1392,VILA CONSTÂNCIA,False,False,False,False,False,0
1393,TEÓLOGO JOHN WESLEY,False,False,False,False,False,0
1394,JARDIM SÃO GONÇALO,False,False,False,False,False,0
1395,SÃO JOSÉ,False,False,False,False,False,0
1396,BALAPAPESP I,False,False,False,False,False,0
1397,JARDIM SÃO CARLOS,False,False,False,False,False,0
1398,SANTO ELIAS,False,False,False,False,False,0
1399,CAMPO DO AURORA,False,False,False,False,False,0
1400,CORREGO PINTADINHO,False,False,False,False,False,0
1401,PINHALZINHO,False,False,False,False,False,0
1402,VIELA A,False,False,False,False,False,0
1403,JARDIM IBIRAPUERA,False,False,False,False,False,0
1404,SÃO CAMILO,False,False,False,False,False,0
1405,GRUTA DAS PRINCESAS,False,False,False,False,False,0
1406,PERI ALTO,False,False,False,False,False,0
1407,MARILÂNDIA,False,False,False,False,False,0
1408,CÓRREGO DA MINA,False,False,False,False,False,0
1429,ARRAIAL DOS GORINOS,False,False,False,False,False,0
1409,PEDRA BRANCA,False,False,False,False,False,0
1410,VILA MUNA,False,False,False,False,False,0
1411,LUPÉRCIO DE SOUZA CORTÊZ,False,False,False,False,False,0
1412,MIGUEL RUSSIANO,False,False,False,False,False,0
1413,DOMENICO,False,False,False,False,False,0
1414,ARARIPIRA,False,False,False,False,False,0
1415,ALFREDO AVILA,False,False,False,False,False,0
1416,CARMO,False,False,False,False,False,0
1417,MIRANDAS I,False,False,False,False,False,0
1418,JACUPEVAL,False,False,False,False,False,0
1419,JARDIM LÍBANO,False,False,False,False,False,0
1430,ALBACORA,False,False,False,False,False,0
1431,PARQUE ESMERALDA,False,False,False,False,False,0
1420,JOSÉ OSCAR BORBA,False,False,False,False,False,0
1421,ELISA MARIA,False,False,False,False,False,0
1422,DOMINGOS VEGA,False,False,False,False,False,0
1423,JARDIM DULCE,False,False,False,False,False,0
1424,PARQUE AMÉLIA / SANTA MARGARIDA,False,False,False,False,False,0
1425,DOMENICO LANSETE,False,False,False,False,False,0
1426,CAITITU,False,False,False,False,False,0
1427,FRANCISCO MASCARENHAS,False,False,False,False,False,0
1432,FRANCISCO ALVARENGA,False,False,False,False,False,0
1433,NATALINO ALMEIDA I,False,False,False,False,False,0
1434,FAVELA DOM BOSCO,False,False,False,False,False,0
1435,JARDIM UNIVERSAL III,False,False,False,False,False,0
1436,JARDIM ICARAI,False,False,False,False,False,0
1437,RECANTO DAS ESTRELAS,False,False,False,False,False,0
1438,VILA SALOÁ,False,False,False,False,False,0
1439,LAGOA DA SERRA,False,False,False,False,False,0
1440,BEATRIZ,False,False,False,False,False,0
1441,EUCALIPTOS,False,False,False,False,False,0
1442,PARELHEIROS / CAPELINHA DO SOCORRO,False,False,False,False,False,0
1443,VILA SÃO JOÃO,False,False,False,False,False,0
1444,MINISTRO CORREIA DE CASTRO,False,False,False,False,False,0
1541,JARDIM ROSA MARIA I,False,False,False,False,False,0
1445,JARDIM RENI,False,False,False,False,False,0
1446,JARDIM YARA,False,False,False,False,False,0
1447,SÃO CARLOS ALOJAMENTO OCUPAÇÃO,False,False,False,False,False,0
1448,VILAR DO PARAISO,False,False,False,False,False,0
1449,ALICE BASTIDE,False,False,False,False,False,0
1450,PAULO FONTELLI,False,False,False,False,False,0
1451,JARDIM UNIVERSAL II,False,False,False,False,False,0
1452,JARDIM AMÁLIA,False,False,False,False,False,0
1453,CARLOS MATTIZ,False,False,False,False,False,0
1454,ELIANE,False,False,False,False,False,0
1455,JUTLÂNDIA,False,False,False,False,False,0
1456,JARDIM JARAGUÁ II,False,False,False,False,False,0
1457,JARDIM SHANGRILÁ I,False,False,False,False,False,0
1458,JARDIM PERI NOVO,False,False,False,False,False,0
1459,VILA SANTO ESTEVÃO REIS,False,False,False,False,False,0
1460,JARDIM DUPRAT,False,False,False,False,False,0
1461,CLARA NUNES,False,False,False,False,False,0
1462,PEDRO SILVEIRA,False,False,False,False,False,0
1463,MIGUEL FRIAS DE VASCONCELOS,False,False,False,False,False,0
1464,CLOVIS SALGADO,False,False,False,False,False,0
1465,BENEDITO SALGADO CAMBALACHO,False,False,False,False,False,0
1466,MORRO DO PIOLHO,False,False,False,False,False,0
1467,SEVERINO NUNES COSTA,False,False,False,False,False,0
1468,PRAÇA CÁSSIA,False,False,False,False,False,0
1469,ATALIBA LEONEL 1,False,False,False,False,False,0
1470,APARECIDA,False,False,False,False,False,0
1471,SERRANA FLUMINENSE,False,False,False,False,False,0
1472,CAROMBÉ DO ALTO,False,False,False,False,False,0
1473,JARDIM SÃO JANUÁRIO,False,False,False,False,False,0
1474,MORRO DOCE III,False,False,False,False,False,0
1475,TOMÁS POMPEU I,False,False,False,False,False,0
1476,DÁRIO VILARES BARBOSA,False,False,False,False,False,0
1477,ARTHUR MAZETTI,False,False,False,False,False,0
1478,JARDIM NAKAMURA I,False,False,False,False,False,0
1479,PARQUE SÃO JOSÉ I E II,False,False,False,False,False,0
1480,MIKAIL,False,False,False,False,False,0
1481,RIO CLARO,False,False,False,False,False,0
1482,FAIÇAL MURAD,False,False,False,False,False,0
1483,JARDIM DOS EUCALIPTOS III,False,False,False,False,False,0
1484,SERTANISTAS,False,False,False,False,False,0
1485,DA LINHA,False,False,False,False,False,0
1486,PARQUE SÃO JOSÉ VI,False,False,False,False,False,0
1487,SENABRIA,False,False,False,False,False,0
1488,WHITAKER MACHADO,False,False,False,False,False,0
1489,SÃO VICENTE,False,False,False,False,False,0
1490,OLIVEIRA MARTINS,False,False,False,False,False,0
1491,LUCA DI TOMME,False,False,False,False,False,0
1492,AGENOR ALVES MEIRA,False,False,False,False,False,0
1493,SÃO JOÃO DA BOA VISTA II,False,False,False,False,False,0
1494,CARLOS FELBER,False,False,False,False,False,0
1495,JOÃO ANTONIO XAVIER,False,False,False,False,False,0
1496,FRANCISCO MACHADO DA SILVA,False,False,False,False,False,0
1497,VILA PAZ,False,False,False,False,False,0
1498,PANGAUA,False,False,False,False,False,0
1499,PERI NOVO I,False,False,False,False,False,0
1500,ALPHONSE JOAILLIER,False,False,False,False,False,0
1501,JARDIM HADDAD,False,False,False,False,False,0
1502,VILA JÓIA,False,False,False,False,False,0
1503,ASCENSO FERNANDES,False,False,False,False,False,0
1504,MARIA VERA LOMBARDI SIQUEIRA 3,False,False,False,False,False,0
1505,MANOEL AQUILINO DOS SANTOS II,False,False,False,False,False,0
1506,CANTIDIO SAMPAIO 2274,False,False,False,False,False,0
1507,INAJAR DE SOUZA I,False,False,False,False,False,0
1508,BALBINO MIRANDA,False,False,False,False,False,0
1542,NELSON DE TOLEDO FERRAZ,False,False,False,False,False,0
1543,JETAIBA,False,False,False,False,False,0
1509,MARIA SANTANA,False,False,False,False,False,0
1510,SÃO JOSÉ / JARDIM PINHEIROS,False,False,False,False,False,0
1511,CÓRREGO DO BISPO,False,False,False,False,False,0
